title,title_link,likes,pub_points,popularity,description,latest_version,latest_version_release_date,provided_license,is_beta_version,sdk,platform,documentation_link,verified_publisher,dependencies,github_link
dialogflow_grpc,https://pub.dev/packages/dialogflow_grpc,31,80,84,"Flutter package for Dialogflow CX, V2 and V2beta using gRPC. A faster integration with the Dialogflow API and also the possibility to do audio streaming.",0.2.9,"Apr 13, 2021",MIT,,,,https://pub.dev/documentation/dialogflow_grpc/latest/,leeboonstra.dev,"fixnum,flutter,grpc,meta,protobuf,uuid",https://github.com/savelee/dialogflow_grpc_flutter
animated,https://pub.dev/packages/animated,31,150,86,A very simple (yet powerful) implicit animation library for Flutter.,2.0.0,"Mar 24, 2021",unknown,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/animated/latest/,unverified uploader,flutter,https://github.com/Vardiak/Animated
icon_badge,https://pub.dev/packages/icon_badge,31,150,91,A simple flutter icon widget with notification badge to show number of items.,1.0.0,"Mar 14, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/icon_badge/latest/,unverified uploader,flutter,https://github.com/Dicksenz/icon_badge
color,https://pub.dev/packages/color,31,140,90,"A simple Dart package exposing a Color class which can be used to create, convert, alter, and compare colors in a variety of colorspaces.",3.0.0,"Mar 9, 2021",Apache-2.0,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/color/latest/,mikefenwick.com,,https://github.com/MichaelFenwick/Color
simple_autocomplete_formfield,https://pub.dev/packages/simple_autocomplete_formfield,31,140,87,A Flutter widget that wraps a TextFormField and assists with autocomplete functionality.,0.3.0,"Mar 5, 2021",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/simple_autocomplete_formfield/latest/,defylogic.dev,"flutter,textfield_state",https://github.com/jifalops/simple_autocomplete_formfield
ripple_animation,https://pub.dev/packages/ripple_animation,31,40,75,Simple and highly customizable ripple animation for any flutter app!,0.0.1+2,"Jan 30, 2021",Apache-2.0,,,,,unverified uploader,flutter,https://github.com/Emadeddin-eibo/ripple_animation
rtmp_publisher,https://pub.dev/packages/rtmp_publisher,31,40,50,Controlling the camera on Android and iOS plus rtmp live streaming support. Based off the Camera plugin.,0.3.7,"Jan 22, 2021",MIT,,,,,nhancv.com,flutter,https://github.com/nhancv/flutter_rtmp_publisher
media_gallery,https://pub.dev/packages/media_gallery,31,30,62,A Flutter plugin that lists native gallery items.,0.1.5,"Oct 19, 2020",MIT,,,,,unverified uploader,flutter,https://github.com/aloisdeniel/media_gallery
decoding_text_effect,https://pub.dev/packages/decoding_text_effect,31,40,0,A Flutter package for DecodingTextEffect widget. There are 5 Decode Effects that you can choose from.,1.1.1,"Mar 28, 2020",MIT,,,,,unverified uploader,flutter,https://github.com/aadarsh-patel/decoding_text_effect
swipe_up,https://pub.dev/packages/swipe_up,31,30,44,A flutter widget that provides swipe up actions similar to Instagram&#x27;s,1.0.0,"Mar 21, 2020",BSD-3-Clause,,,,,unverified uploader,flutter,https://github.com/abhishekUpmanyu/swipe_up
page_view_indicator,https://pub.dev/packages/page_view_indicator,31,40,85,Builds indication marks for PageView from any Widget and/or Animation.,2.0.4,"Feb 14, 2020",MIT,,,,,unverified uploader,flutter,https://github.com/leocavalcante/page_view_indicator
mobile_sidebar,https://pub.dev/packages/mobile_sidebar,31,40,0,A Responsive Sidebar for Flutter that follows Material Design,2.0.1,"Dec 26, 2019",BSD-3-Clause,,,,,rodydavis.com,"auto_size_text,flutter",https://github.com/rodydavis/mobile_sidebar
open_appstore,https://pub.dev/packages/open_appstore,31,30,79,A Flutter plugin for opening Apple App Store or Google Play Store.,1.0.2,"Oct 25, 2019",MIT,,,,,unverified uploader,flutter,https://github.com/flutter-moum/flutter_open_appstore
dart_mssql,https://pub.dev/packages/dart_mssql,31,40,75,High Performance Microsoft SQL Server Driver for Dart (32 & 64bits),1.0.1,"Sep 23, 2019",MIT,,,,,unverified uploader,"collection,meta,sql_recase,sql_result,sql_utils,string_utils",https://github.com/MoacirSchmidt/dart_mssql
dart_notification_center,https://pub.dev/packages/dart_notification_center,31,30,83,A wrapper for the observer pattern for Dart in the style of the iOS Notification Center.,1.0.0+1,"Jul 11, 2019",MIT,,,,,unverified uploader,meta,
beauty_textfield,https://pub.dev/packages/beauty_textfield,31,20,54,A Beauty Textfield made with Flutter.,0.0.1,"Jun 20, 2019",MIT,,,,,unverified uploader,flutter,https://github.com/hipoojan/BeautyTextfield
wave_generator,https://pub.dev/packages/wave_generator,31,20,42,A dart package to generate audio wave data on the fly,0.1.0,"Mar 22, 2019",MIT,,,,,unverified uploader,flutter,https://github.com/patchandthat/wave-generator
gradient_text,https://pub.dev/packages/gradient_text,31,40,79,"A Flutter Widget for displaying Text with a gradient drawn through it. Accepts TextStyle, and TextAlign so it can be used very similarly to a Text widget",1.0.2,"Dec 21, 2018",MIT,,,,,unverified uploader,flutter,https://github.com/tunitowen/gradient_text
sentry_dio,https://pub.dev/packages/sentry_dio,30,160,98,An integration which adds support for performance tracing for the Dio package.,8.6.0,"Aug 1, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://docs.sentry.io/platforms/dart/integrations/dio/,https://pub.dev/documentation/sentry_dio/latest/",sentry.io,"dio,sentry",https://github.com/getsentry/sentry-dart
catcher_2,https://pub.dev/packages/catcher_2,30,160,94,Plugin for error catching which provides multiple handlers for dealing with errors when they are not caught by the developer.,1.2.6,"Apr 23, 2024",MIT,2.0.0-alpha.1,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/catcher_2/latest/,femtopedia.de,"device_info_plus,dio,flutter,flutter_mailer,fluttertoast,logging,mailer,package_info_plus,sentry,universal_io",https://github.com/ThexXTURBOXx/catcher_2
flutter_fcm,https://pub.dev/packages/flutter_fcm,30,150,82,"Flutter plugin for Firebase Cloud Messaging (FCM) , a cross-platform messaging solution that lets you reliably deliver messages on Android and iOS.",1.2.5,"Jul 25, 2024",MIT,,FLUTTER,"ANDROID, IOS, MACOS",https://pub.dev/documentation/flutter_fcm/latest/,waelalhalabi.com,"firebase_core,firebase_messaging,flutter,flutter_local_notifications",https://github.com/wh120/flutter_fcm
error_stack,https://pub.dev/packages/error_stack,30,150,73,ErrorStack helps you swiftly deal with errors in your Flutter applications! Custom error handling UI and logging to keep you productive.,1.9.0,"Jul 24, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS","https://github.com/nylo-core/error-stack,https://pub.dev/documentation/error_stack/latest/",nylo.dev,"flutter,flutter_secure_storage,url_launcher",https://github.com/nylo-core/error-stack/tree/1.x
sqlparser,https://pub.dev/packages/sqlparser,30,160,84,Parses sqlite statements and performs static analysis on them,0.37.1,"Jul 19, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/sqlparser/latest/,simonbinder.eu,"charcode,collection,meta,source_span",https://github.com/simolus3/drift
universal_ble,https://pub.dev/packages/universal_ble,30,140,85,A cross-platform (Android/iOS/macOS/Windows/Linux/Web) Bluetooth Low Energy (BLE) plugin for Flutter,0.11.1,"Jul 19, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/universal_ble/latest/,navideck.com,"bluez,flutter,flutter_web_bluetooth,plugin_platform_interface",https://github.com/Navideck/universal_ble
flutter_neumorphic_plus,https://pub.dev/packages/flutter_neumorphic_plus,30,140,93,"A complete, ready to use, Neumorphic ui kit for Flutter. Dark theming compatible & fully customizable.",3.4.0,"Jul 17, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/flutter_neumorphic_plus/latest/,gsmlg.dev,flutter,https://github.com/gsmlg-dev/Flutter-Neumorphic
flutter_animate_on_scroll,https://pub.dev/packages/flutter_animate_on_scroll,30,160,76,"Flutter package for animating widgets based on scroll events. Effortlessly create captivating, interactive scroll-based animations to enhance your UI.",0.1.1,"Jul 9, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_animate_on_scroll/latest/,unverified uploader,flutter,https://github.com/FadiChaalab/flutter_animate_on_scroll
ordered_set,https://pub.dev/packages/ordered_set,30,160,91,A simple implementation of an Ordered Set for Dart that allows multiple items with the same priority.,6.0.1,"Jun 28, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/ordered_set/latest/,blue-fire.xyz,,https://github.com/bluefireteam/ordered_set
dart_melty_soundfont,https://pub.dev/packages/dart_melty_soundfont,30,140,73,A Soundfont synthesizer (i.e. '.sf2' player) written in pure Dart.,1.1.14,"Jun 17, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/dart_melty_soundfont/latest/,jamcorder.com,,https://github.com/chipweinberger/dart_melty_soundfont
firebase_cached_image,https://pub.dev/packages/firebase_cached_image,30,150,90,Cache Manager and Cached ImageProvider for Firebase Cloud Storage Objects.,0.6.1,"Jun 11, 2024",MIT,,FLUTTER,"ANDROID, IOS, MACOS, WEB",https://pub.dev/documentation/firebase_cached_image/latest/,unverified uploader,"file,firebase_core,firebase_storage,flutter,path,path_provider,sqflite,uuid",https://github.com/imsamgarg/firebase_cached_image
barras,https://pub.dev/packages/barras,30,150,59,A simple and customizable barcode scanning package for Android and iOS. It uses AVCaptureSession in iOS and ZXing in Android.,0.2.1,"Jun 4, 2024",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/barras/latest/,unverified uploader,"flutter,flutter_beep,qrcode_forked,torch_controller",https://github.com/deadblit/barras
blinking_text,https://pub.dev/packages/blinking_text,30,140,95,A simple plugin to creating a blinking text. It allows to adjust duration of a blink and number of times text blinks before stopping.,1.0.4,"Jun 1, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/blinking_text/latest/,unverified uploader,flutter,https://github.com/androideen/blinking_text
flutter_datawedge,https://pub.dev/packages/flutter_datawedge,30,140,91,A Flutter package to communicate with Zebra DataWedge scanners using the DataWedge Intent API,3.0.0,"Apr 17, 2024",MIT,3.1.0-dev.1,FLUTTER,ANDROID,https://pub.dev/documentation/flutter_datawedge/latest/,circuskitchens.com,"async,collection,flutter,freezed_annotation,freezed_result,json_annotation,stream_transform,strict_json,uuid",https://github.com/circus-kitchens/flutter_datawedge
spoiler_widget,https://pub.dev/packages/spoiler_widget,30,160,75,"A Flutter package to create spoiler animations similar to the one used in Telegram, allowing you to hide sensitive or spoiler-filled content until it's tapped or clicked.",1.0.4,"Apr 17, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/spoiler_widget/latest/,unverified uploader,flutter,https://github.com/zhukeev/spoiler_widget
surrealdb,https://pub.dev/packages/surrealdb,30,150,64,"SurrealDB client written in pure dart. Auto reconnect, Typed functions",0.8.0,"Mar 31, 2024",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/surrealdb/latest/,duhanbalci.com,"uuid,web_socket_channel",https://github.com/duhanbalci/surrealdb_flutter
dot_curved_bottom_nav,https://pub.dev/packages/dot_curved_bottom_nav,30,160,82,"Stunning Animating Curved Shape Around Indicator Navigation Bar. Adjustable color, background color, animation curve, animation duration.",0.0.2,"Mar 18, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/dot_curved_bottom_nav/latest/,unverified uploader,flutter,https://github.com/Muzammil-Bit/dot_curved_bottom_nav
searchable_paginated_dropdown,https://pub.dev/packages/searchable_paginated_dropdown,30,150,91,Flutter searchable dropdown widget which can be used also with paginated requests.,1.3.0,"Mar 9, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/searchable_paginated_dropdown/latest/,mdikcinar.dev,"async,flutter",https://github.com/mdikcinar/searchable_dropdown
flutter_checkout_payment,https://pub.dev/packages/flutter_checkout_payment,30,140,85,This plugin is for Checkout online payment. It's implemented the native SDKs to work on Flutter environment.,1.4.0,"Mar 1, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/flutter_checkout_payment/latest/,shadyboshra.com,flutter,https://github.com/ShadyBoshra2012/flutter_checkout_payment
googledrivehandler,https://pub.dev/packages/googledrivehandler,30,120,80,"A package for viewing, browsing, searching, downloading and uploading Google Drive files.",1.0.7,"Feb 28, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS, MACOS",https://pub.dev/documentation/googledrivehandler/latest/,unverified uploader,"firebase_auth,firebase_core,flutter,google_sign_in,googleapis,http,path_provider",https://github.com/WorkWithAfridi/GoogleDriveHandler
safe_text,https://pub.dev/packages/safe_text,30,160,58,A Flutter package for filtering out bad words from text inputs.,0.0.3,"Feb 26, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/safe_text/latest/,unverified uploader,flutter,https://github.com/master-wayne7/safe_text
typings,https://pub.dev/packages/typings,30,120,53,Use NPM packages in your projects through TypeScript interop,0.0.6+3,"Feb 22, 2024",BSD-2-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/typings/latest/,unverified uploader,"analyzer,build,js,source_gen,ts2dart",https://github.com/jodinathan/typings/
web_pointer,https://pub.dev/packages/web_pointer,30,160,64,Craft a visually captivating Flutter web pointer to elevate user interaction and add style to your website. Engage your audience with elegance!,1.1.4,"Feb 12, 2024",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/web_pointer/latest/,unverified uploader,"flutter,provider",https://github.com/smitjagani/web_pointer
rounded_loading_button_plus,https://pub.dev/packages/rounded_loading_button_plus,30,160,94,A simple implementation of an animated loading button widget for Flutter,3.0.1,"Feb 4, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/rounded_loading_button_plus/latest/,unverified uploader,"flutter,rxdart",https://github.com/armanhadifatah/flutter_rounded_loading_button_plus
typethis,https://pub.dev/packages/typethis,30,160,71,"A flutter package that aims to simplify versatile typing animation with rich text effects and other operations (reset, freeze, unfreeze).",1.0.0,"Feb 3, 2024",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://github.com/thecodexhub/typethis,https://pub.dev/documentation/typethis/latest/",thecodexhub.dev,flutter,https://github.com/thecodexhub/typethis
thermal_printer,https://pub.dev/packages/thermal_printer,30,130,90,"A flutter plugin that prints esc commands to printers in different platforms such as android, ios, windows and different interfaces Bluetooth and BLE, TCP and USB",1.0.5,"Feb 2, 2024",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, WINDOWS",https://pub.dev/documentation/thermal_printer/latest/,codingdevs.com,"dart_ping,enum_to_string,flutter,gbk_codec,hex,image,network_info_plus,ping_discover_network_forked,rxdart",https://github.com/codingdevs/thermal_printer
flutter_scroll_shadow,https://pub.dev/packages/flutter_scroll_shadow,30,160,90,ScrollShadow adds shadows to a scrollable child. Supports ScrollController and vertical or horizontal orientation.,1.2.4,"Jan 8, 2024",GPL-3.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS","https://github.com/rickypid/flutter_scroll_shadow#readme,https://pub.dev/documentation/flutter_scroll_shadow/latest/",insideapp.it,flutter,https://github.com/rickypid/flutter_scroll_shadow
user_messaging_platform,https://pub.dev/packages/user_messaging_platform,30,150,88,"A plugin which provides a Dart API for the User Messaging Platform (UMP) SDK, which is the Consent Management Platform (CMP) SDK provided as part of Google's Funding Choices.",1.3.0,"Dec 17, 2023",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/user_messaging_platform/latest/,gabriel.terwesten.net,"collection,flutter,meta",https://github.com/blaugold/user_messaging_platform
tiled,https://pub.dev/packages/tiled,30,120,82,A Dart Tiled library. Parse your TMX files into useful representations. Compatible with Flame.,0.10.2,"Dec 10, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/tiled/latest/,flame-engine.org,"archive,collection,flutter,meta,xml",https://github.com/flame-engine/tiled.dart
pulsator,https://pub.dev/packages/pulsator,30,140,91,Pulse animation for Flutter.,1.0.0+2,"Nov 24, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/pulsator/latest/,unverified uploader,flutter,https://github.com/booncol/pulsator
event_bus_plus,https://pub.dev/packages/event_bus_plus,30,140,93,Event Bus for Dart.,0.6.2,"Oct 25, 2023",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/event_bus_plus/latest/,devcraft.ninja,"clock,equatable,logger,rxdart",https://github.com/AndrewPiterov/event_bus_plus
unity_mediation,https://pub.dev/packages/unity_mediation,30,160,58,Unity Mediation plugin for Flutter Applications. This plugin is able to display Rewarded and Interstitial Ads from different ad sources.,0.1.1,"Oct 14, 2023",MIT,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/unity_mediation/latest/,rebeloid.com,flutter,https://github.com/pavelzaichyk/flutter_unity_mediation
cryptography_flutter,https://pub.dev/packages/cryptography_flutter,30,160,95,"Makes 'package:cryptography' use platform APIs in Android, iOS, and Mac OS X. The package can make performance up to 100 times better.",2.3.2,"Sep 21, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/cryptography_flutter/latest/,dint.dev,"cryptography,flutter",https://github.com/dint-dev/cryptography
roulette,https://pub.dev/packages/roulette,30,150,86,This is a library provide a simple roulette widget which usually used for lottery.,0.1.5,"Aug 31, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/roulette/latest/,wolframe.org,flutter,https://github.com/do9core/roulette
subtitle,https://pub.dev/packages/subtitle,30,150,86,"-> A library that makes it easy to work with multiple subtitle/caption file formats, written with highly efficient code, highly customizable (90%), supports Null Safety.",0.1.0,"Aug 24, 2023",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS","https://github.com/dsc-uob/subtitle/wiki,https://pub.dev/documentation/subtitle/latest/",muhmdhsn313.me,"path,universal_io",https://github.com/dsc-uob/subtitle
phone_input,https://pub.dev/packages/phone_input,30,150,88,This package is designed to simplify the process of capturing phone numbers from users.,1.0.0,"Aug 16, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/phone_input/latest/,lanars.com,"diacritic,flutter,flutter_localizations,flutter_svg,intl,meta",https://github.com/LanarsInc/phone_input
flutter_sound_record,https://pub.dev/packages/flutter_sound_record,30,160,92,"Audio recorder from microphone to a given file path with multiple codecs, bit rate and sampling rate options.",3.3.2,"Jul 31, 2023",MIT,,FLUTTER,"ANDROID, IOS, WEB",https://pub.dev/documentation/flutter_sound_record/latest/,unverified uploader,"flutter,flutter_sound_record_platform_interface,flutter_sound_record_web",https://github.com/josephcrowell/flutter_sound_record/
solar_icons,https://pub.dev/packages/solar_icons,30,150,88,Solar Icons is Solar icons which is 7000+ icons in different styles or 1200+ icons for each style available as a dart/flutter package,0.0.5,"Jul 23, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/solar_icons/latest/,unverified uploader,flutter,https://github.com/CoderNamedHendrick/solar_icons
pangle_flutter,https://pub.dev/packages/pangle_flutter,30,160,65,"A Flutter plugin that supports ByteDance Pangle SDK on Android and iOS. Such as Splash Ads, Rewarded Video Ads, etc.",2.0.1,"Jul 20, 2023",BSD-3-Clause,,FLUTTER,"ANDROID, IOS",https://pub.dev/documentation/pangle_flutter/latest/,2140s.com,flutter,https://github.com/nullptrx/pangle_flutter
date_ranger,https://pub.dev/packages/date_ranger,30,80,84,A date picker for flutter apps to pick single dates and date ranges,1.0.1,"Jul 18, 2023",MIT,,,,https://pub.dev/documentation/date_ranger/latest/,unverified uploader,"flutter,intl",https://github.com/funyin/date_ranger
flutter_star_prnt,https://pub.dev/packages/flutter_star_prnt,30,90,86,Flutter plugin for using Star Micromics printers. Contains multiple functions to help format the receipt.,2.4.1,"Jun 2, 2023",MIT,,,,https://pub.dev/documentation/flutter_star_prnt/latest/,unverified uploader,"collection,flutter",https://github.com/Eddayy/flutter_star_prnt
flappy_translator,https://pub.dev/packages/flappy_translator,30,140,61,A tool which automatically generates Flutter localization resources from CSV and Excel files.,2.0.0,"Mar 31, 2023",BSD-3-Clause,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WINDOWS",https://pub.dev/documentation/flappy_translator/latest/,unverified uploader,"csv,dart_style,excel,meta,yaml",https://github.com/smartnsoft/FlappyTranslator
button_animations,https://pub.dev/packages/button_animations,30,150,81,A package that helps you make highly customizable animated 3d-buttons.,2.0.0+3,"Mar 24, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/button_animations/latest/,unverified uploader,flutter,https://github.com/anshrathod/button_animations
flutter_pannable_rating_bar,https://pub.dev/packages/flutter_pannable_rating_bar,30,160,92,"A versatile and customizable rating bar for Flutter. This bar stands out from others with its ability to select any fractional values. Drag, tap and hover event are all supported.",2.7.2+1,"Mar 10, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_pannable_rating_bar/latest/,silentcat.dev,flutter,https://github.com/SilentCatD/flutter_pannable_rating_bar
datetime_picker_formfield_new,https://pub.dev/packages/datetime_picker_formfield_new,30,140,96,"A TextFormField that emits DateTimes and helps show Material, Cupertino, and other style picker dialogs.",2.1.0,"Feb 26, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/datetime_picker_formfield_new/latest/,rekari.de,"flutter,intl",https://github.com/rekariproject/datetime_picker_formfield
instant,https://pub.dev/packages/instant,30,140,92,"A package that exports functions for converting, formatting, and nicening of dates/times in Dart.",0.5.1,"Feb 24, 2023",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/instant/latest/,kishoredev.live,,https://github.com/AKushWarrior/instant
acr_cloud_sdk,https://pub.dev/packages/acr_cloud_sdk,30,150,69,This is an unofficial ACR Cloud SDK to recognize sound and music influtter,2.0.2,"Feb 16, 2023",Apache-2.0,,FLUTTER,"ANDROID, IOS, MACOS",https://pub.dev/documentation/acr_cloud_sdk/latest/,codenka.com,"flutter,permission_handler",https://github.com/Zfinix/acr_cloud_sdk
firebase_for_all,https://pub.dev/packages/firebase_for_all,30,120,64,This package is the way to use firebase features on all platforms without code changes.,0.1.1,"Feb 7, 2023",MIT,,FLUTTER,,https://pub.dev/documentation/firebase_for_all/latest/,flutterway.net,"cloud_firestore,cupertino_icons,firebase_auth,firebase_auth_desktop,firebase_core,firebase_core_desktop,firebase_dart,firebase_storage,firedart,flutter,get,http",https://github.com/FlutterWay/firebase_for_all
async_button,https://pub.dev/packages/async_button,30,150,81,"Customized buttons for asyncronous onPressed function. Supports seamless animation between [idle], [loading], [success] and [failure] button states.",2.0.0-beta.1+2,"Feb 4, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/async_button/latest/,unverified uploader,flutter,https://github.com/abhisheksrocks/async_button
flutter_color_models,https://pub.dev/packages/flutter_color_models,30,150,93,"A set of classes representing the CMYK, HSI, HSL, HSP, HSB, LAB, Oklab, RGB, and XYZ color spaces with methods to convert colors between each space.",1.3.3+2,"Jan 19, 2023",unknown,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_color_models/latest/,jamesalex.dev,"color_models,flutter,meta",https://github.com/james-alex/color_models
pagination_flutter,https://pub.dev/packages/pagination_flutter,30,150,90,A modular pagination component for flutter. Pagination component with page indicators and page navigation buttons - compatible on all devices and platforms.,0.0.8,"Jan 11, 2023",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/pagination_flutter/latest/,unverified uploader,flutter,https://github.com/created-by-varun/flutter_pagination
extended_wrap,https://pub.dev/packages/extended_wrap,30,150,94,Extended official wrap to build special wrap like limiting row number,0.1.5,"Dec 22, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/extended_wrap/latest/,unverified uploader,flutter,https://github.com/elileo1/extended_wrap
translations_cleaner,https://pub.dev/packages/translations_cleaner,30,160,86,"Package to remove unused keys in arb files, across all translations",0.0.5,"Nov 27, 2022",MIT,,"DART, FLUTTER","LINUX, MACOS, WINDOWS",https://pub.dev/documentation/translations_cleaner/latest/,chinmaykabi.com,"args,glob",https://github.com/Chinmay-KB/translations_cleaner
spider_chart,https://pub.dev/packages/spider_chart,30,160,81,Spider Chart is a simple spider/radar charting library for Flutter,0.2.0,"Oct 31, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/spider_chart/latest/,unverified uploader,flutter,https://github.com/cnsumner/flutter-spider-chart
flutter_cupertino_date_picker_fork,https://pub.dev/packages/flutter_cupertino_date_picker_fork,30,150,95,Flutter cupertino date picker. Display DatePicker in iOS style. Support both Android and iOS platform.,1.0.7,"Oct 14, 2022",Apache-2.0,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/flutter_cupertino_date_picker_fork/latest/,unverified uploader,flutter,https://github.com/shareven/flutter_cupertino_date_picker_fork
mentionable_text_field,https://pub.dev/packages/mentionable_text_field,30,130,82,"A flutter plugin to create customizable text field that has a mentionable feature. The way matching users are displayed and picked is decorrelated from the Widget itself, so that you will be able to c [...]",0.0.2,"Oct 6, 2022",BSD-3-Clause,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/mentionable_text_field/latest/,unverified uploader,flutter,https://github.com/AlexisDeslandes/mentionable_text_field
dio_refresh_bot,https://pub.dev/packages/dio_refresh_bot,30,150,57,"Dio interceptor which makes refresh token mechanism simple, flexible and reactive.",2.1.2,"Oct 3, 2022",MIT,,"DART, FLUTTER","ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/dio_refresh_bot/latest/,flutterbots.dev,"bot_storage,dio,equatable,meta,rxdart",https://github.com/flutterbots/flutterbots
extension_utils,https://pub.dev/packages/extension_utils,30,150,44,"A util library that contains various extensions for strings, lists, maps, numbers and more.",1.0.2,"Oct 1, 2022",MIT,,FLUTTER,"ANDROID, IOS, LINUX, MACOS, WEB, WINDOWS",https://pub.dev/documentation/extension_utils/latest/,nbhatt.com.np,flutter,https://github.com/oi-narendra/extension_utils
